sim_id,replicate_id,t,group_number,Q,population_size,group_name,Q_frac
49c70f6e-6cb1-495b-b5f9-0a7ce654706e,5de17d2d-cdc7-48a7-bb57-cc81ff4e4624,10,5,402,8083,fac/staff (on-campus non-student facing),0.04973400964988247
49c70f6e-6cb1-495b-b5f9-0a7ce654706e,5de17d2d-cdc7-48a7-bb57-cc81ff4e4624,10,6,421,8084,fac/staff (off-campus),0.0520781791192479
49c70f6e-6cb1-495b-b5f9-0a7ce654706e,5de17d2d-cdc7-48a7-bb57-cc81ff4e4624,38,3,301,1120,Grad (other),0.26875
49c70f6e-6cb1-495b-b5f9-0a7ce654706e,5de17d2d-cdc7-48a7-bb57-cc81ff4e4624,44,4,631,1698,fac/staff (on-campus student facing),0.37161366313309774
49c70f6e-6cb1-495b-b5f9-0a7ce654706e,5de17d2d-cdc7-48a7-bb57-cc81ff4e4624,45,0,2236,6931,(UG Dorms),0.3226085701918915
49c70f6e-6cb1-495b-b5f9-0a7ce654706e,5de17d2d-cdc7-48a7-bb57-cc81ff4e4624,48,1,4768,24254,UG (off campus),0.19658613012286633
49c70f6e-6cb1-495b-b5f9-0a7ce654706e,5de17d2d-cdc7-48a7-bb57-cc81ff4e4624,52,2,1194,13012,Grad (research),0.09176145096833692
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,7,5,353,8083,fac/staff (on-campus non-student facing),0.043671903996041074
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,10,6,347,8084,fac/staff (off-campus),0.04292429490351311
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,32,3,265,1120,Grad (other),0.23660714285714285
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,42,0,2419,6931,(UG Dorms),0.34901168662530657
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,42,4,579,1698,fac/staff (on-campus student facing),0.3409893992932862
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,48,1,4543,24254,UG (off campus),0.1873093098045683
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,48,7,1381,258054,Madison Community,0.0053515930774179045
4cfe4974-6037-44e2-928a-44a273f0435d,fb128f25-6333-4ad5-b642-e5288a13a4bb,53,2,1175,13012,Grad (research),0.09030126037503843
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,9,6,433,8084,fac/staff (off-campus),0.05356259277585354
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,9,7,13904,258054,Madison Community,0.05388019561797143
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,11,5,401,8083,fac/staff (on-campus non-student facing),0.04961029320796734
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,38,3,324,1120,Grad (other),0.2892857142857143
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,41,0,2330,6931,(UG Dorms),0.33617082672053095
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,41,4,568,1698,fac/staff (on-campus student facing),0.33451118963486454
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,44,2,1192,13012,Grad (research),0.09160774669535814
4d3a94e0-d96d-4464-9219-b7943ee96b30,d9eaa96c-ae32-4e5b-a8bb-093ee53f8e39,46,1,4877,24254,UG (off campus),0.20108023418817514
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,8,5,408,8083,fac/staff (on-campus non-student facing),0.05047630830137325
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,9,7,14155,258054,Madison Community,0.05485286025405535
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,12,6,381,8084,fac/staff (off-campus),0.0471301335972291
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,37,2,1219,13012,Grad (research),0.09368275438057178
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,38,4,555,1698,fac/staff (on-campus student facing),0.32685512367491165
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,41,3,288,1120,Grad (other),0.2571428571428571
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,43,0,2430,6931,(UG Dorms),0.350598759197807
4d465766-c856-48bd-b3c1-db8bcf683d02,127199c7-cb71-4b8c-8d3d-14c57a92673c,46,1,4794,24254,UG (off campus),0.19765811824853632
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,9,6,436,8084,fac/staff (off-campus),0.053933696190004946
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,9,7,14005,258054,Madison Community,0.05427158656715261
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,10,5,385,8083,fac/staff (on-campus non-student facing),0.04763083013732525
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,35,4,548,1698,fac/staff (on-campus student facing),0.32273262661955243
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,42,0,2301,6931,(UG Dorms),0.3319867263021209
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,46,1,5000,24254,UG (off campus),0.20615156262884474
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,47,2,1406,13012,Grad (research),0.10805410390408854
4f0c5acc-1f64-4576-8ad2-90c39d32bd0f,98dc329a-4775-49cd-9ec8-102d8307a580,47,3,245,1120,Grad (other),0.21875
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,9,7,13475,258054,Madison Community,0.05221775287342959
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,10,6,435,8084,fac/staff (off-campus),0.053809995051954475
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,37,4,543,1698,fac/staff (on-campus student facing),0.3197879858657244
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,39,3,298,1120,Grad (other),0.26607142857142857
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,44,0,2310,6931,(UG Dorms),0.3332852402250758
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,44,2,1098,13012,Grad (research),0.08438364586535506
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,46,1,4584,24254,UG (off campus),0.18899975261812485
5081b410-99c6-41e9-bb3a-9ebe9ce4eac9,5749f854-0942-477c-8ffa-d968d2a53b3f,54,5,168,8083,fac/staff (on-campus non-student facing),0.02078436224174193
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,8,6,422,8084,fac/staff (off-campus),0.05220188025729837
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,9,5,425,8083,fac/staff (on-campus non-student facing),0.05257948781393047
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,9,7,14108,258054,Madison Community,0.05467072783215916
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,40,0,2516,6931,(UG Dorms),0.36300678112826434
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,40,3,334,1120,Grad (other),0.2982142857142857
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,40,4,634,1698,fac/staff (on-campus student facing),0.37338044758539457
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,45,1,5022,24254,UG (off campus),0.20705862950441165
5082c10a-6918-4581-8456-cc75bbe947d9,075f8cee-85cf-4183-83ee-27edb60de2a4,48,2,1360,13012,Grad (research),0.10451890562557639
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,9,6,410,8084,fac/staff (off-campus),0.05071746660069273
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,9,7,14097,258054,Madison Community,0.054628101095119626
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,10,5,426,8083,fac/staff (on-campus non-student facing),0.052703204255845605
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,34,4,595,1698,fac/staff (on-campus student facing),0.3504122497055359
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,41,0,2380,6931,(UG Dorms),0.34338479295916896
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,44,3,269,1120,Grad (other),0.24017857142857144
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,46,1,4853,24254,UG (off campus),0.20009070668755669
50d956b7-dc9e-4175-b735-ec2a63fc1557,900cd0f0-4ead-4a32-8276-a5dd47c4b47b,48,2,1310,13012,Grad (research),0.10067629880110666
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,9,7,13927,258054,Madison Community,0.05396932424996319
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,10,6,392,8084,fac/staff (off-campus),0.04849084611578427
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,12,5,460,8083,fac/staff (on-campus non-student facing),0.056909563280960036
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,39,4,517,1698,fac/staff (on-campus student facing),0.3044758539458186
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,40,2,1330,13012,Grad (research),0.10221334153089456
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,42,0,2523,6931,(UG Dorms),0.36401673640167365
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,42,3,274,1120,Grad (other),0.24464285714285713
5410c18b-3336-4b96-947e-1a4b42c23c01,57ae670d-2250-4e7f-800a-029e0186dd0f,45,1,4818,24254,UG (off campus),0.19864764574915478
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,9,7,13568,258054,Madison Community,0.052578142559309295
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,10,5,409,8083,fac/staff (on-campus non-student facing),0.05060002474328838
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,10,6,432,8084,fac/staff (off-campus),0.05343889163780307
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,30,3,286,1120,Grad (other),0.25535714285714284
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,38,4,639,1698,fac/staff (on-campus student facing),0.3763250883392226
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,39,0,2396,6931,(UG Dorms),0.3456932621555331
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,43,2,1291,13012,Grad (research),0.09921610820780817
548967d4-4f22-47be-98df-dfbba3a4708a,5d55a656-4698-46e2-9672-7f39060138c5,46,1,4849,24254,UG (off campus),0.19992578543745362
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,8,6,392,8084,fac/staff (off-campus),0.04849084611578427
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,9,5,380,8083,fac/staff (on-campus non-student facing),0.0470122479277496
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,9,7,13682,258054,Madison Community,0.053019910561355375
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,43,0,2345,6931,(UG Dorms),0.33833501659212234
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,43,3,262,1120,Grad (other),0.23392857142857143
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,43,4,516,1698,fac/staff (on-campus student facing),0.303886925795053
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,47,1,4615,24254,UG (off campus),0.1902778923064237
54ef851e-ea46-4906-a8ce-e2dbe828cfba,54c47978-5500-4c7a-a684-068124b53ff3,48,2,1204,13012,Grad (research),0.09252997233323086
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,9,6,477,8084,fac/staff (off-campus),0.05900544285007422
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,10,7,13917,258054,Madison Community,0.053930572670836334
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,12,5,460,8083,fac/staff (on-campus non-student facing),0.056909563280960036
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,35,3,280,1120,Grad (other),0.25
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,35,4,570,1698,fac/staff (on-campus student facing),0.33568904593639576
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,43,0,2335,6931,(UG Dorms),0.3368922233443947
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,46,2,1222,13012,Grad (research),0.09391331079003996
59898b50-16b0-4bed-986a-d74f15423951,0ba0d8e8-e60c-44aa-bba5-2e40e96b324c,48,1,4673,24254,UG (off campus),0.19266925043291827
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,9,6,432,8084,fac/staff (off-campus),0.05343889163780307
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,9,7,13663,258054,Madison Community,0.052946282561014364
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,10,5,409,8083,fac/staff (on-campus non-student facing),0.05060002474328838
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,35,3,325,1120,Grad (other),0.29017857142857145
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,37,4,601,1698,fac/staff (on-campus student facing),0.3539458186101296
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,46,0,2420,6931,(UG Dorms),0.34915596595007936
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,51,1,4708,24254,UG (off campus),0.1941123113713202
59bb734d-9fc2-4ed2-85f0-5ddfd41ee885,0cee5204-0f18-4285-8a15-6fe6b12e213c,54,2,1220,13012,Grad (research),0.09375960651706118
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,10,6,410,8084,fac/staff (off-campus),0.05071746660069273
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,10,7,13848,258054,Madison Community,0.05366318677486107
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,11,5,375,8083,fac/staff (on-campus non-student facing),0.046393665718173945
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,42,3,332,1120,Grad (other),0.29642857142857143
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,47,0,2250,6931,(UG Dorms),0.32462848073871015
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,50,4,524,1698,fac/staff (on-campus student facing),0.30859835100117783
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,52,2,1166,13012,Grad (research),0.08960959114663387
59fb7e24-2a10-42b9-aa45-d71798aa005d,ccdf1f17-0c68-41de-a09f-32165ee42208,55,1,4393,24254,UG (off campus),0.18112476292570298
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,9,7,13677,258054,Madison Community,0.05300053477179195
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,10,5,403,8083,fac/staff (on-campus non-student facing),0.0498577260917976
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,11,6,412,8084,fac/staff (off-campus),0.05096486887679367
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,38,3,292,1120,Grad (other),0.26071428571428573
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,40,0,2518,6931,(UG Dorms),0.36329533977780987
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,40,2,1203,13012,Grad (research),0.09245312019674147
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,44,4,535,1698,fac/staff (on-campus student facing),0.31507656065959955
5a358bc7-5522-4be0-bfb2-63694cb625ae,bb10a95a-b113-4858-98a9-aec5500d3a93,46,1,4814,24254,UG (off campus),0.19848272449905172
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,9,6,377,8084,fac/staff (off-campus),0.046635329045027214
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,9,7,13929,258054,Madison Community,0.053977074565788555
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,10,5,416,8083,fac/staff (on-campus non-student facing),0.051466039836694295
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,36,4,575,1698,fac/staff (on-campus student facing),0.3386336866902238
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,45,0,2286,6931,(UG Dorms),0.3298225364305295
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,45,3,278,1120,Grad (other),0.24821428571428572
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,48,2,1083,13012,Grad (research),0.08323086381801414
5a971414-534d-4e96-9a6b-e77018698eda,046dddb7-6fb0-497b-a92b-428d495ddf7e,49,1,4510,24254,UG (off campus),0.18594870949121795
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,9,7,13579,258054,Madison Community,0.052620769296348825
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,11,5,431,8083,fac/staff (on-campus non-student facing),0.05332178646542125
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,14,6,393,8084,fac/staff (off-campus),0.04861454725383473
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,35,4,560,1698,fac/staff (on-campus student facing),0.3297997644287397
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,36,3,302,1120,Grad (other),0.26964285714285713
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,40,2,1364,13012,Grad (research),0.10482631417153397
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,44,0,2406,6931,(UG Dorms),0.3471360554032607
5b4d568c-5d0c-4123-8c08-9c02c00174a8,933d6777-4034-455b-a7e5-630e7c4fad94,46,1,4747,24254,UG (off campus),0.19572029355982518
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,9,5,406,8083,fac/staff (on-campus non-student facing),0.05022887541754299
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,9,7,13845,258054,Madison Community,0.05365156130112302
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,12,6,368,8084,fac/staff (off-campus),0.045522018802572985
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,28,3,252,1120,Grad (other),0.225
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,43,4,565,1698,fac/staff (on-campus student facing),0.3327444051825677
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,46,2,1116,13012,Grad (research),0.08576698432216416
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,48,0,2304,6931,(UG Dorms),0.3324195642764392
5edbdd68-d15f-4682-bc55-825a0bcb52b0,5ece3792-337a-48dd-8ffc-c6e71762ca28,56,1,4732,24254,UG (off campus),0.19510183887193866
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,8,5,367,8083,fac/staff (on-campus non-student facing),0.0454039341828529
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,9,6,420,8084,fac/staff (off-campus),0.05195447798119743
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,9,7,13507,258054,Madison Community,0.05234175792663551
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,31,4,551,1698,fac/staff (on-campus student facing),0.3244994110718492
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,41,0,2483,6931,(UG Dorms),0.35824556341076325
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,42,3,285,1120,Grad (other),0.2544642857142857
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,44,1,4851,24254,UG (off campus),0.20000824606250514
5ffca87d-2158-4c14-b51d-bf7fa9c362f2,78375545-f753-41fa-9952-d4f5243445dc,44,2,1256,13012,Grad (research),0.09652628343067937
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,9,5,418,8083,fac/staff (on-campus non-student facing),0.05171347272052456
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,9,6,415,8084,fac/staff (off-campus),0.051335972290945074
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,9,7,14125,258054,Madison Community,0.05473660551667481
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,43,0,2368,6931,(UG Dorms),0.3416534410618958
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,43,2,1247,13012,Grad (research),0.09583461420227482
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,45,4,542,1698,fac/staff (on-campus student facing),0.31919905771495877
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,46,1,4930,24254,UG (off campus),0.2032654407520409
60043246-86db-40e3-a76a-900a565c1e2d,e8cc22a8-30a2-46b4-aee6-2240784e117d,48,3,265,1120,Grad (other),0.23660714285714285
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,9,5,417,8083,fac/staff (on-campus non-student facing),0.05158975627860943
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,9,7,14040,258054,Madison Community,0.054407217094096585
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,10,6,388,8084,fac/staff (off-campus),0.047996041563582385
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,39,3,295,1120,Grad (other),0.26339285714285715
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,43,0,2415,6931,(UG Dorms),0.3484345693262155
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,43,4,528,1698,fac/staff (on-campus student facing),0.31095406360424027
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,47,2,1220,13012,Grad (research),0.09375960651706118
606b313a-5d6d-44ca-b126-5f8e891c6814,23bf71e0-9449-4101-a19f-8eaaf2769cb5,48,1,4989,24254,UG (off campus),0.20569802919106125
62cef4fd-41cc-4d39-a0d7-3273f34d4188,3ced7f25-6295-42e5-9a5f-6c0af8a12691,9,5,389,8083,fac/staff (on-campus non-student facing),0.04812569590498577
62cef4fd-41cc-4d39-a0d7-3273f34d4188,3ced7f25-6295-42e5-9a5f-6c0af8a12691,9,7,14074,258054,Madison Community,0.054538972463127874
62cef4fd-41cc-4d39-a0d7-3273f34d4188,3ced7f25-6295-42e5-9a5f-6c0af8a12691,11,6,408,8084,fac/staff (off-campus),0.050470064324591786
62cef4fd-41cc-4d39-a0d7-3273f34d4188,3ced7f25-6295-42e5-9a5f-6c0af8a12691,41,0,2443,6931,(UG Dorms),0.35247439041985285
